"آزرده کردن","[رنجاندن, خستن, آزاردن, آزردن, آزاريدن]"
"آزرده گشتن","[رنجيدن, آزردن]"
"آزمایش شدن","[]"
"آزمایش نمایدن","[]"
"آزمایش نمودن","[آزمودن]"
"آزمایش کردن","[سنجيدن, آزمودن]"
"آزمایش کندن","[]"
"آزموده باشدن","[]"
"آزموده بودن","[]"
"آزمون کردن","[آزمودن]"
"آسان خواهد شدن","[]"
"آسان ساختن","[]"
"آسان شدن","[]"
"آسان نمایدن","[]"
"آسان نمودن","[]"
"آسان کردن","[]"
"آسان کن","[]"
"آسان کندن","[]"
"آسان گردان","[]"
"آسان گرداندن","[]"
"آسان گرفتن","[]"
"آسان گیرن","[]"
"آسایش داشتن","[]"
"آسایش یافتن","[آساييدن, برآسودن, آسودن]"
"آسفالت کردن","[]"
"آسوده باشدن","[]"
"آسوده باشندن","[]"
"آسوده باشیدن","[]"
"آسوده بودن","[]"
"آسوده خاطر باشندن","[]"
"آسوده خاطر باشین","[]"
"آسوده شدن","[]"
"آسوده کردن","[]"
"آسوده گشتن","[]"
"آسیاب کردن","[]"
"آسیب ببیندن","[]"
"آسیب برساندن","[]"
"آسیب بزندن","[]"
"آسیب خواهد دیدن","[]"
"آسیب خواهند دیدن","[]"
"آسیب دیدن","[]"
"آسیب رساندن","[]"
"آسیب رسیدن","[]"
"آسیب زدن","[]"
"آسیب نبیندن","[]"
"آسیب ندیدن","[]"
"آسیب نرساندن","[]"
"آشتی بدن","[]"
"آشتی دادن","[]"
"آشتی کردن","[درساختن]"
"آشتی کن","[]"
"آشفته بودن","[]"
"آشفته خاطر بودن","[]"
"آشفته خواهد کردن","[]"
"آشفته شدن","[پريشيدن, آشفتن]"
"آشفته کردن","[]"
"آشفته کندن","[]"
"آشنا خواهد شدن","[]"
"آشنا خواهند شدن","[]"
"آشنا خواهید شدن","[]"
"آشنا خواهیم شدن","[]"
"آشنا ساختن","[شناسانيدن, شناساندن, بازشناساندن]"
"آشنا شدن","[]"
"آشنا شدیدن","[]"
"آشنا شستن","[]"
"آشنا نمودن","[]"
"آشنا کردن","[]"
"آشنا کردین","[]"
"آشنا کن","[]"
"آشنا کندن","[]"
"آشنا کنین","[]"
"آشپزی کردن","[]"
"آشکار باشدن","[]"
"آشکار بودن","[]"
"آشکار خواهد ساختن","[]"
"آشکار خواهد شدن","[]"
"آشکار خواهد کردن","[]"
"آشکار داشتن","[فرانمودن]"
"آشکار ساختن","[فرانمودن]"
"آشکار سازن","[]"
"آشکار شدن","[آشکاريدن]"
"آشکار نمایدن","[]"
"آشکار نمودن","[فرانمودن]"
"آشکار نکردن","[]"
"آشکار کردن","[فرانمودن]"
"آشکار کن","[]"
"آشکار کندن","[]"
"آشکار گردیدن","[]"
"آشکار گشتن","[آشکاريدن]"
"آشیان کردن","[]"
"آغاز خواهد شدن","[]"
"آغاز خواهد کردن","[]"
"آغاز خواهند کردن","[]"
"آغاز خواهیم کردن","[]"
"آغاز شدن","[]"
"آغاز فرمودن","[آغازيدن]"
"آغاز نمایدن","[]"
"آغاز نمودن","[آغازيدن]"
"آغاز نهادن","[آغازيدن]"
"آغاز کردن","[آغازيدن]"
"آغاز کردین","[]"
"آغاز کن","[]"
"آغاز کندن","[]"
"آغاز گردیدن","[]"
"آغاز گشتن","[]"
"آغشته شدن","[آغشتن]"
"آغشته کردن","[آغشتن, زدن, آغريدن, مالانيدن, ماليدن, مالاندن]"
"آغوش گشودن","[]"
"آفت زدن","[]"
"آفتاب خوردن","[]"
"آفتاب نزدن","[]"
"آفتاب گرفتن","[]"
"آفتاب گیرن","[]"
"آفتابی شدن","[]"
"آفریده شدن","[]"
"آفرین گفتن","[]"
"آلرژی داشتن","[]"
"آلوده ساختن","[آلودن, آلاييدن]"
"آلوده شدن","[آلودن]"
"آلوده نکندن","[]"
"آلوده کردن","[آلودن, آلاييدن]"
"آلوده کندن","[]"
"آلوده گشتن","[آلودن]"
"آماده باشدن","[]"
"آماده باشمن","[]"
"آماده باشندن","[]"
"آماده باشیدن","[]"
"آماده باشیمن","[]"
"آماده بودن","[]"
"آماده ساختن","[آمادن, بربستن]"
"آماده شدن","[]"
"آماده شستن","[]"
"آماده شومن","[]"
"آماده شون","[]"
"آماده نبودن","[]"
"آماده کردن","[آمادن, بربستن]"
"آماده کردین","[]"
"آماده کن","[]"
"آماده کندن","[]"
"آماده کنین","[]"
"آماده گردیدن","[]"
"آماده گشتن","[]"
"آمادگی خواهید داشتن","[]"
"آمادگی داشتن","[]"
"آمار گرفتن","[]"
"آماس کردن","[آماهيدن, پفيدن, آماسيدن, ورقلمبيدن]"
"آمد داشتن","[]"
"آمرزش بخوان","[]"
"آمرزش خواستن","[]"
"آمرزش طلبیدن","[]"
"آموزش ببیندن","[]"
"آموزش بدن","[]"
"آموزش خواهند دیدن","[]"
"آموزش خواهیم دادن","[]"
"آموزش خواهیم دیدن","[]"
"آموزش دادن","[آموختن, آموزاندن]"
"آموزش دهمن","[]"
"آموزش دیدن","[]"
"آموزش ندیدن","[]"
"آمیخته شدن","[آميختن, شيويدن]"
"آمیخته گشتن","[آميختن, شيويدن]"
"آمیزش کردن","[]"
"آنالیز کردن","[فروگشودن]"
"آنالیز کندن","[]"
"آنتن دادن","[]"
"آه کشیدن","[]"
"آهسته برون","[]"
"آهسته روین","[]"
"آهسته کردن","[]"
"آهنگ دارن","[]"
"آهنگ ساختن","[]"
"آهنگ سازن","[]"
"آهنگ کردن","[]"
"آواره بودن","[]"
"آواره شدن","[]"
"آواره کردن","[]"
"آواره کردین","[]"
"آواره کندن","[]"
"آواز آمدن","[]"
"آواز بخواندن","[]"
"آواز خوان","[]"
"آواز خواندن","[خواندن]"
"آواز دادن","[خواندن]"
"آوازه داشتن","[]"
"آویخته بودن","[]"
"آویخته شدن","[آويختن]"
"آویز کردن","[زدن, درآويختن, آويختن]"
"آویزان باشدن","[]"
"آویزان بودن","[درآويختن]"
"آویزان شدن","[آويختن]"
"آویزان کردن","[زدن, درآويختن, آويختن]"
"آویزان کن","[]"
"آپدیت کردن","[]"
"آپلود کردن","[]"
"آکنده شدن","[]"
"آکنده کردن","[آکندن]"
"آگاه باشدن","[]"
"آگاه باشندن","[]"
"آگاه باشیدن","[]"
"آگاه باشیمن","[]"
"آگاه باشین","[]"
"آگاه بودن","[دانستن]"
"آگاه خواهد ساختن","[]"
"آگاه خواهد کردن","[]"
"آگاه خواهند شدن","[]"
"آگاه ساختن","[آگاهاندن, آگاهانيدن]"
"آگاه سازن","[]"
"آگاه شدن","[آگاهيدن, آگهيدن]"
"آگاه شستن","[]"
"آگاه نبودن","[]"
"آگاه نخواهی شدن","[]"
"آگاه نمودن","[]"
"آگاه کردن","[آگاهاندن, آگاهانيدن]"
"آگاه کن","[]"
"آگاه کندن","[]"
"آگاه گردانیدن","[آگاهاندن, آگاهانيدن]"
"آگاهی دادن","[آگاهاندن, آگاهانيدن]"
"آگاهی دارین","[]"
"آگاهی داشتن","[دانستن]"
"آگاهی دهمن","[]"
"آگاهی ندارین","[]"
"آگاهی یافتن","[آگاهيدن, آگهيدن]"
"آگهی دادن","[]"
"ائتلاف کردن","[]"
"ابا داشتن","[سرتابيدن, سرپيچيدن]"
"ابا کردن","[سرتابيدن, سرپيچيدن]"
"ابتکار داشتن","[]"
"ابداع نمودن","[]"
"ابداع کردن","[]"
"ابداع کندن","[]"
"ابدی باشدن","[]"
"ابدی بودن","[]"
"ابدی خواهد بودن","[]"
"ابدی شدن","[]"
"ابراز داشتن","[]"
"ابراز عقیده کردن","[]"
"ابراز کردن","[]"
"ابراز کندن","[]"
"ابطال شدن","[]"
"ابطال کردن","[پس‌خواندن]"
"ابطال کندن","[]"
"ابقا کندن","[]"
"ابلاغ خواهد شدن","[]"
"ابلاغ شدن","[]"
"ابلاغ نمایدن","[]"
"ابلاغ نمودن","[]"
"ابلاغ کردن","[]"
"ابلاغ کن","[]"
"ابلاغ کندن","[]"
"ابهام داشتن","[]"
"اتخاذ خواهد کردن","[]"
"اتخاذ کردن","[]"
"اتخاذ کندن","[]"
"اتراق کردن","[فروآمدن]"
"اتصال دادن","[چسپاندن, چسپانيدن, چسباندن]"
"اتصال داشتن","[]"
"اتصال یافتن","[دوسيدن, چسبيدن]"
"اتفاق افتادن","[]"
"اتفاق خواهد افتادن","[]"
"اتفاق داشتن","[]"
"اتفاق نخواهد افتادن","[]"
"اتفاق کردن","[]"
"اتمام حجت کردن","[]"
"اتهام زدن","[]"
"اتو کردن","[]"
"اتو کشیدن","[]"
"اتوماتیک کردن","[]"
"اتکا داشتن","[]"
"اتکا کردن","[]"
"اتیکت زدن","[]"
"اثاث کشیدن","[]"
"اثبات شدن","[]"
"اثبات نمایدن","[]"
"اثبات نمودن","[راستاندن]"
"اثبات کردن","[راستاندن]"
"اثبات کندن","[]"
"اثر بخشن","[]"
"اثر بخشیدن","[]"
"اثر بخشین","[]"
"اثر بکندن","[]"
"اثر خواهد گذاشتن","[]"
"اثر دادن","[]"
"اثر داشتن","[]"
"اثر نکردن","[]"
"اثر نکندن","[]"
"اثر پذیرفتن","[]"
"اثر کردن","[]"
"اثر کندن","[]"
"اثر گذاردن","[]"
"اثر گذارن","[]"
"اثر گذاشتن","[]"
"اثر گرفتن","[]"
"اثربخش بودن","[]"
"اثربخش نخواهد بودن","[]"
"اثرگذار باشدن","[]"
"اثرگذار باشندن","[]"
"اثرگذار بودن","[]"
"اثرگذار خواهد بودن","[]"
"اجابت شدن","[]"
"اجابت کردن","[پذيرفتن]"
"اجابت کندن","[]"
"اجاره دادن","[]"
"اجاره شدن","[]"
"اجاره کردن","[]"
"اجازه بدن","[]"
"اجازه بدهین","[]"
"اجازه خواستن","[]"
"اجازه دادن","[گذاشتن]"
"اجازه داشتن","[]"
"اجازه فرمودن","[گذاشتن]"
"اجازه ندادن","[]"
"اجازه ندارین","[]"
"اجازه گرفتن","[]"
"اجازه یافتن","[]"
"اجبار داشتن","[بايستن]"
"اجبار کردن","[]"
"اجباری باشدن","[]"
"اجباری بودن","[بايستن]"
"اجباری شدن","[]"
"اجباری کردن","[]"
"اجباری کندن","[]"
"اجتماع داشتن","[]"
"اجتماع کردن","[]"
"اجتماعی باشدن","[]"
"اجتماعی باشندن","[]"
"اجتماعی باشیدن","[]"
"اجتماعی بودن","[]"
"اجتماعی خواهد بودن","[]"
"اجتماعی نبودن","[]"
"اجتناب نمایدن","[]"
"اجتناب نمودن","[پرهيزيدن, فروايستادن]"
"اجتناب ورزیدن","[پرهيزيدن, فروايستادن]"
"اجتناب کردن","[پرهيزيدن, فروايستادن]"
"اجتناب کندن","[]"
"اجتهاد کردن","[]"
"اجحاف کردن","[]"
"اجر خواهد دادن","[]"
"اجرا بشودن","[]"
"اجرا خواهد داشتن","[]"
"اجرا خواهد شدن","[]"
"اجرا خواهد کردن","[]"
"اجرا خواهم کردن","[]"
"اجرا داشتن","[]"
"اجرا شدن","[]"
"اجرا نخواهد شدن","[]"
"اجرا نشدن","[]"
"اجرا نکندن","[]"
"اجرا کردن","[]"
"اجرا کردین","[]"
"اجرا کن","[]"
"اجرا کندن","[]"
"اجماع داشتن","[]"
"اجماع کردن","[]"
"اجیر شدن","[]"
"اجیر کردن","[]"
"احاطه دارین","[]"
"احاطه داشتن","[]"
"احاطه شدن","[]"
"احاطه نمودن","[]"
"احاطه کردن","[]"
"احاطه کندن","[]"
"احتجاج کردن","[]"
"احتراز کردن","[پرهيزيدن, فروايستادن]"
"احترام خواهند گذاشتن","[]"
"احترام دیدن","[]"
"احترام نگذاشتن","[]"
"احترام کردن","[]"
"احترام کندن","[]"
"احترام گذاردن","[]"
"احترام گذاشتن","[]"
"احتمال دادن","[]"
"احتمال داشتن","[]"
"احتمال رفتن","[]"
"احتیاج خواهید داشتن","[]"
"احتیاج دارین","[]"
"احتیاج داشتن","[خواستن]"
"احتیاط کردن","[]"
"احتیاط کن","[]"
"احداث خواهد شدن","[]"
"احداث شدن","[]"
"احداث کردن","[برساختن, ساختن]"
"احداث کندن","[]"
"احداث گردیدن","[]"
"احراز شدن","[]"
"احراز نشدن","[]"
"احراز کردن","[]"
"احراز کندن","[]"
"احرام بستن","[]"
"احساس خواهند کردن","[]"
"احساس خواهید کردن","[]"
"احساس نخواهید کردن","[]"
"احساس نکندن","[]"
"احساس کردن","[فهميدن, شناختن]"
"احساس کردین","[]"
"احساس کن","[]"
"احساس کندن","[]"
"احساس کنین","[]"
"احسان کردن","[]"
"احضار کردن","[فراخواندن, بازخواندن]"
"احقاق حق کردن","[]"
"احمق باشین","[]"
"احمق بودن","[]"
"احوال پرسیدن","[]"
"احوالپرسی کردن","[]"
"احیا بشودن","[]"
"احیا شدن","[]"
"احیا کردن","[]"
"احیا کندن","[]"
"احیا گرفتن","[]"
"اختراع کردن","[]"
"اختراع کندن","[]"
"اختصاص بدن","[]"
"اختصاص خواهد دادن","[]"
"اختصاص خواهد یافتن","[]"
"اختصاص خواهند دادن","[]"
"اختصاص خواهیم دادن","[]"
"اختصاص دادن","[]"
"اختصاص داشتن","[]"
"اختصاص یافتن","[]"
"اختلاف افتادن","[]"
"اختلاف افکندن","[]"
"اختلاف انداختن","[]"
"اختلاف داشتن","[]"
"اختلاف کردن","[نپذيرفتن]"
"اختیار خواهد داشتن","[]"
"اختیار خواهند داشتن","[]"
"اختیار خواهید داشتن","[]"
"اختیار دادن","[]"
"اختیار دارین","[]"
"اختیار داشتن","[]"
"اختیار نداشتن","[]"
"اختیار نمودن","[برگزيدن]"
"اختیار کردن","[برگزيدن]"
"اختیار کن","[]"
"اختیار کندن","[]"
"اخذ شدن","[]"
"اخذ نمادن","[]"
"اخذ نمایدن","[]"
"اخذ نمودن","[ستدن, گرفتن, ستانيدن]"
"اخذ کردن","[ستدن, گرفتن, ستانيدن]"
"اخذ کندن","[]"
"اخراج شدن","[]"
"اخراج کردن","[]"
"اخراج کندن","[]"
"اخطار دادن","[]"
"اخطار کردن","[]"
"اخلاص داشتن","[]"
"اخم کردن","[]"
"اخم کردین","[]"
"اخم کندن","[]"
"ادا شدن","[]"
"ادا نکندن","[]"
"ادا کردن","[]"
"ادا کن","[]"
"ادا کندن","[]"
"اداره کردن","[]"
"اداره کندن","[]"
"اداره کنین","[]"
"ادامه بدن","[]"
"ادامه بدهین","[]"
"ادامه خواهد دادن","[]"
"ادامه خواهد داشتن","[]"
"ادامه خواهد یافتن","[]"
"ادامه خواهم دادن","[]"
"ادامه خواهند دادن","[]"
"ادامه خواهند یافتن","[]"
"ادامه خواهید دادن","[]"
"ادامه خواهیم دادن","[]"
"ادامه دادن","[نگه‌داشتن, افزودن]"
"ادامه دارن","[]"
"ادامه داشتن","[]"
"ادامه دن","[]"
"ادامه دهمن","[]"
"ادامه نخواهد دادن","[]"
"ادامه نخواهد داشتن","[]"
"ادامه یافتن","[]"
"ادب خواهد شدن","[]"
"ادب کردن","[]"
"ادب کردین","[]"
"ادرار کردن","[جيشيدن, شاشيدن]"
"ادراک شدن","[]"
"ادراک کردن","[فهميدن, گرفتن, شناختن]"
"ادراک کندن","[]"
"ادراک‌شدن","[]"
"ادعا داشتن","[]"
"ادعا کردن","[]"
"ادعا کندن","[]"
"ادعا کنین","[]"
"ادغام شدن","[]"
"ادغام کردن","[]"
"ادغام یافتن","[]"
"اذعان داشتن","[]"
"اذعان کردن","[]"
"اذعان کندن","[]"
"اذن دادن","[گذاشتن]"
"اذن دن","[]"
"اذیت شدن","[]"
"اذیت شدیدن","[]"
"اذیت نکندن","[]"
"اذیت کردن","[]"
"اذیت کندن","[]"
"ارائه بدن","[]"
"ارائه خواهد دادن","[]"
"ارائه خواهد شدن","[]"
"ارائه خواهد کردن","[]"
"ارائه خواهم کردن","[]"
"ارائه خواهند کردن","[]"
"ارائه خواهیم کردن","[]"
"ارائه دادن","[]"
"ارائه دهمن","[]"
"ارائه شدن","[]"
"ارائه فرمودن","[]"
"ارائه نخواهد شدن","[]"
"ارائه نشدن","[]"
"ارائه نمان","[]"
"ارائه نمایدن","[]"
"ارائه نمودن","[]"
"ارائه نکندن","[]"
"ارائه کردن","[]"
"ارائه کندن","[]"
"ارادت داشتن","[]"
"اراده داشتن","[]"
"اراده کردن","[]"
"اراده کندن","[]"
"اراده کنین","[]"
"ارایه دادن","[]"
"ارایه کردن","[]"
"ارایه کندن","[]"
"ارتباط دادن","[چسپاندن, چسپانيدن, چسباندن]"
"ارتباط داشتن","[]"
"ارتباط گرفتن","[]"
"ارتباط یافتن","[]"
"ارتزاق کردن","[]"
"ارتفاع داشتن","[]"
"ارتفاع گرفتن","[]"
"ارتقا یافتن","[]"
"ارتقائ دادن","[]"
"ارث بردن","[]"
"ارث برن","[]"
"ارث برین","[]"
"ارث خواهد بردن","[]"
"ارث خواهند بردن","[]"
"ارث نبردن","[]"
"ارج نهادن","[]"
"ارج نهندن","[]"
"ارج نهین","[]"
"ارج گذاشتن","[]"
"ارجاع خواهد شدن","[]"
"ارجاع دادن","[]"
"ارجاع شدن","[]"
"ارجاع کندن","[]"
"ارجح دانستن","[]"
"ارجحیت داشتن","[]"
"اردو زدن","[فروآمدن]"
"ارزان شدن","[]"
"ارزانی دارن","[]"
"ارزانی داشتن","[بخشيدن, واگذاشتن]"
"ارزانی کردن","[بخشيدن, واگذاشتن]"
"ارزانی کندن","[]"
"ارزش خواهد داشتن","[]"
"ارزش دادن","[]"
"ارزش داشتن","[ارزيدن, هزينه‌داشتن]"
"ارزش ن","[]"
"ارزش نهادن","[]"
"ارزش گذاشتن","[]"
"ارزش یافتن","[]"
"ارزشیابی کردن","[سنجيدن, سختيدن]"
"ارزیابی شدن","[]"
"ارزیابی کردن","[سنجيدن, سختيدن]"
"ارزیابی کندن","[]"
"ارسال خواهد شدن","[]"
"ارسال خواهد کردن","[]"
"ارسال خواهند شدن","[]"
"ارسال خواهیم کردن","[]"
"ارسال داشتن","[فرستادن]"
"ارسال شدن","[]"
"ارسال نمایدن","[]"
"ارسال نمودن","[فرستادن]"
"ارسال کردن","[فرستادن]"
"ارسال کن","[]"
"ارسال کندن","[]"
"ارسال گردیدن","[]"
"ارسال گشتن","[]"
"ارشاد شستن","[]"
"ارشاد کردن","[]"
"ارضا شدن","[]"
"ارضا کردن","[]"
"ارضا کندن","[]"
"از اعتبار افتادن","[]"
"از بین بردن","[بردن]"
"از بین خواهد بردن","[]"
"از بین خواهد رفتن","[]"
"از بین خواهند بردن","[]"
"از بین خواهند رفتن","[]"
"از بین خواهیم رفتن","[]"
"از بین رفتن","[هرزرفتن, رفتن, ورافتادن]"
"از بین رودن","[]"
"از بین نبردن","[]"
"از بین نخواهد رفتن","[]"
"از جا پریدن","[]"
"از جان گذشتن","[]"
"از حال رفتن","[]"
"از حد برن","[]"
"از حد گذشتن","[]"
"از حفظ خواندن","[]"
"از خاطر بردن","[]"
"از خواب پریدن","[]"
"از خود بران","[]"
"از خود بیگانه شدن","[]"
"از خود راندن","[راندن]"
"از خود گذشتن","[نثاردن]"
"از دست خواهد رفتن","[]"
"از دست رفتن","[رفتن]"
"از دست رودن","[]"
"از دل رفتن","[]"
"از دم تیغ بگذراندن","[]"
"از دم تیغ گذراندن","[]"
"از دم شمشیر گذراندن","[]"
"از دنیا خواهد رفتن","[]"
"از دنیا رفتن","[مردن, درگذشتن]"
"از دنیا رودن","[]"
"از رو رفتن","[]"
"از رواج افتادن","[]"
"از رونق افتادن","[]"
"از سر گذراندن","[گذراندن, گساردن, گذرانيدن, گساريدن]"
"از سر گرفتن","[]"
"از قلم انداختن","[]"
"از مد افتادن","[]"
"از میان برداشتن","[]"
"از میان خواهد رفتن","[]"
"از میان رفتن","[مردن, ورافتادن, برافتادن]"
"از نظر گذراندن","[ديدن]"
"از نفس افتادن","[]"
"از هم خواهد پاشیدن","[]"
"از هم دریدن","[]"
"از هم پاشیدن","[واريختن]"
"از هم گسستن","[]"
"از هم گسیختن","[]"
"از هوش رفتن","[]"
"از پا افتادن","[ماندن, درماندن, واماندن]"
"از پی آمدن","[]"
"از کار افتادن","[خوابيدن]"
"از کار خواهد افتادن","[]"
"از کف دادن","[]"
"از کوره در رفتن","[برآشفتن]"
"از یاد بردن","[]"
"از یاد خواهی بردن","[]"
"از یاد رفتن","[]"
"از یاد رودن","[]"
"از یاد نبردن","[]"
"از یاد نخواهد بردن","[]"
"از یاد نخواهند بردن","[]"
"ازدحام کردن","[]"
"ازدواج بکندن","[]"
"ازدواج خواهم کردن","[]"
"ازدواج نکردن","[]"
"ازدواج نکندن","[]"
"ازدواج کردن","[]"
"ازدواج کردین","[]"
"ازدواج کن","[]"
"ازدواج کندن","[]"
"ازدواج کنین","[]"
"اسباب کشیدن","[]"
"استاد شدن","[]"
"استارت زدن","[]"
"استاندارد ساختن","[]"
"استاندارد کردن","[]"
"استاندارد کردین","[]"
"استثمار کردن","[]"
"استثنا شدن","[]"
"استثنا کردن","[برداشتن]"
"استحاله شدن","[دگريدن]"
"استحصال شدن","[]"
"استحکام بخشن","[]"
"استحکام بخشیدن","[]"
"استحکام بخشین","[]"
"استحکام یافتن","[]"
"استخدام شدن","[]"
"استخدام کردن","[]"
"استخدام کندن","[]"
"استخراج کردن","[]"
"استخراج کندن","[]"
"استدعا داشتن","[خواستن]"
"استدلال کردن","[]"
"استدلال کندن","[]"
"استراحت دادن","[]"
"استراحت کردن","[آرميدن, آراميدن]"
"استراحت کن","[]"
"استراحت کندن","[]"
"استراحت کنین","[]"
"استریل کردن","[]"
"استریلیزه کردن","[]"
"استشمام شدن","[آمدن]"
"استشمام کردن","[دردميدن, بوييدن]"
"استشهاد کردن","[]"
"استعفا دادن","[]"
"استعفا کردن","[]"
"استعمال کردن","[]"
"استعمال کندن","[]"
"استغاثه کردن","[]"
"استغفار کردن","[]"
"استغفار کن","[]"
"استغفار کندن","[]"
"استغفار کنین","[]"
"استفاده بشودن","[]"
"استفاده خواهد شدن","[]"
"استفاده خواهد کردن","[]"
"استفاده خواهم کردن","[]"
"استفاده خواهند شدن","[]"
"استفاده خواهند نمودن","[]"
"استفاده خواهند کردن","[]"
"استفاده خواهید کردن","[]"
"استفاده خواهیم کردن","[]"
"استفاده داشتن","[صرفيدن]"
"استفاده شدن","[]"
"استفاده نمان","[]"
"استفاده نمایدن","[]"
"استفاده نمودن","[]"
"استفاده نکردن","[]"
"استفاده نکندن","[]"
"استفاده کردن","[]"
"استفاده کردین","[]"
"استفاده کن","[]"
"استفاده کندن","[]"
"استفاده کنین","[]"
"استفراغ کردن","[برگرداندن]"
"استفسار کردن","[]"
"استقامت داشتن","[]"
"استقامت کردن","[]"
"استقامت کندن","[]"
"استقبال خواهد کردن","[]"
"استقبال خواهیم کردن","[]"
"استقبال کردن","[]"
"استقبال کندن","[]"
"استقرار داشتن","[]"
"استقرار یافتن","[]"
"استقلال داشتن","[]"
"استقلال یافتن","[]"
"استمداد جویدن","[]"
"استمرار بخشیدن","[]"
"استمرار داشتن","[]"
"استمرار یافتن","[]"
"استمنائ کندن","[]"
"استناد جستن","[]"
"استناد داشتن","[]"
"استناد کردن","[]"
"استنباط شدن","[]"
"استنباط کردن","[]"
"استنتاج کردن","[]"
"استنشاق کردن","[دردميدن]"
"استنکاف ورزیدن","[پرهيزيدن, فروايستادن]"
"استنکاف کندن","[]"
"استوار باشدن","[]"
"استوار باشیدن","[]"
"استوار باشیمن","[]"
"استوار بودن","[]"
"استوار دارن","[]"
"استوار داشتن","[]"
"استوار ساختن","[]"
"استوار سازن","[]"
"استوار شدن","[]"
"استوار نبودن","[]"
"استوار کردن","[]"
"استوار کندن","[]"
"استوار گردان","[]"
"استوار گردیدن","[]"
"استوار گشتن","[]"
"استیلا یافتن","[]"
"اسراف کردن","[]"
