"آهن چيني","Noun"
"مماس بودن","Verb"
"نمک‌ناشناسي کردن","Verb"
"مشکل‌ساز بودن","Verb"
"استخوان پوبيس","Noun"
"سخاوت کردن","Verb"
"سرده خرفه","Noun"
"سستي کردن","Verb"
"بيمه پارسيان","NaN"
"نقطه شمال","NaN"
"ناديده انگاشتن","Verb"
"مستقر کردن","Verb"
"وضع‌حمل کردن","Verb"
"اتوبوس برقي","Noun"
"گوشي آيفون","Noun"
"گندله شدن","Verb"
"نفي شدن","Verb"
"متجسد کردن","Verb"
"سيمين خليلي","Noun"
"شکرگزاري کردن","Verb"
"ولادت حضرت زينب (س)","Noun"
"مأمور بارگيري","Noun"
"خواهر مقدس","Noun"
"چاق شدن","Verb"
"بندر عسلويه","Noun"
"سکه کردن","Verb"
"تابع پوشا","Noun"
"ويسکي ذرت","Noun"
"حمله کردن","Verb"
"نماز خواندن","Verb"
"کنار گذاشتن","Verb"
"نيروگاه گرمايي","Noun"
"سرده آگلونما","Noun"
"محله گيشا","Noun"
"محمد هاشمي","Noun"
"جزء کلام","Noun"
"مشغول ساختن","Verb"
"چهارنعل تاختن","Verb"
"موفق نشدن","Verb"
"فرمان‌بر شدن","Verb"
"از هم پاشاندن","Verb"
"جاودانه شدن","Verb"
"بر کرسي نشاندن","Verb"
"مؤسسه مالي","Noun"
"اعتراف داشتن","Verb"
"رودخانه اوروباما","Noun"
"منسوخ گرديدن","Verb"
"آزرده ساختن","Verb"
"يک چند","NaN"
"هشت دي","Noun"
"روغن سويا","Noun"
"ايالت مينه‌سوتا","Noun"
"متعلق شدن","Verb"
"کشور چاد","Noun"
"دعاي ندبه","Noun"
"ناف و بن","NaN"
"نياز شدن","Verb"
"دانشگاه سراسري بوعلي سينا","Noun"
"بدتر شدن","Verb"
"شهر راور","Noun"
"هجده ذوالحجه","Noun"
"مراتب علمي استادي","Noun"
"بسم الله الرحمن الرحيم","Noun"
"کوپا آمريکا","Noun"
"وقع گذاشتن","Verb"
"فرايند مضاعف‌سازي","Noun"
"فروگذار شدن","Verb"
"مهندسي پزشکي","Noun"
"ميدون مسابقه","NaN"
"خدمت سربازي","Noun"
"روغن زدن","Verb"
"ماه کانون آخر","Noun"
"منحل شدن","Verb"
"علاج‌ناپذير کردن","Verb"
"کاررا جي‌تي","Noun"
"رنگ آلبالويي","Noun"
"انگشت [کسي] در کار بودن","Verb"
"مهرورزي کردن","Verb"
"پيامبري کردن","Verb"
"مسموم کردن","Verb"
"محفوظ موندن","NaN"
"کم‌کاري کردن","Verb"
"ارگ تبريز","Noun"
"جاده مالرو","Noun"
"کلرور آمونيوم","Noun"
"اقليم کردستان","NaN"
"سقط جنين","Noun"
"خسته نمودن","Verb"
"تبرا کردن","Verb"
"متمول کردن","Verb"
"کشور آفريقاي جنوبي","Noun"
"برد تابع","Noun"
"جان نثار کردن","Verb"
"خبرگزاري اهل‌بيت","Noun"
"شهر ويندهوک","Noun"
"درياي سياه","Noun"
"شکاف دادن","Verb"
"سوراخ بيني","Noun"
"20 صفر","Noun"
"بغل زدن","Verb"
"کبد چرب","Noun"
"تبليغات کردن","Verb"
"ميدان شهياد","Noun"
"فرسايش خاک","Noun"
"جنگ خيبر","Noun"
"دانشگاه بوستون","Noun"
"گاه‌شمار هجري خورشيدي","Noun"
"شهرستان اروميه","Noun"
"ژرف‌انديشي کردن","Verb"
"اتو زدن","Verb"
"رج کردن","Verb"
"درگير شدن","Verb"
"نظر کردن","Verb"
"لطيف کردن","Verb"
"ده آبان","Noun"
"وردنت فارسي","Noun"
"دستگاه آميزشي مادينه","Noun"
"ليگ بولينگ","Noun"
"ذخيره آب","NaN"
"ريتميک کردن","Verb"
"فرد نظامي","Noun"
"چهچه کردن","Verb"
"مورد تمسخر قرار گرفتن","Verb"
"تابع گويا","Noun"
"مؤسسه تجاري","Noun"
"زبون به زبون [کسي] گذاشتن","NaN"
"گونيا بودن","Verb"
"تزيين کردن","Verb"
"هجرت محمد","Noun"
"بازي فوتبال","Noun"
"ماده آذرآواري","Noun"
"لايزال شدن","Verb"
"دوره بازي","Noun"
"صورت فلکي خرس کوچک","Noun"
"يک‌دل شدن","Verb"
"نشست کردن","Verb"
"معتبر دانستن","Verb"
"له کردن","Verb"
"ننگ آمدن","Verb"
"پاسخ منفي","Noun"
"تيغه کردن","Verb"
"عدد اتمي 71","Noun"
"مايه کردن","Verb"
"آزمايش حاملگي","Noun"
"جلوه دادن","Verb"
"رشد ذهني","NaN"
"قرض‌دار کردن","Verb"
"ناگوار آمدن","Verb"
"ذوب کردن","Verb"
"رمزنگاري پروتکل","Noun"
"سواد [کسي] نم داشتن","Verb"
"حافظه‌ي مجازي","Noun"
"اهل قلم","Noun"
"سنگ‌سار کردن","Verb"
"خانه خاله","Noun"
"ناهار خوردن","NaN"
"غسل جبيره‌اي","Noun"
"رشد مرضي","Noun"
"13 رجب","Noun"
"شهر بافق","Noun"
"کلمپ کوچر","Noun"
"کابوس ديدن","Verb"
"عفو فرمودن","Verb"
"گوزمعلق شدن","Verb"
"تجلي پيدا کردن","Verb"
"علم عروض","Noun"
"غذا دادن","Verb"
"پيونگ يانگ","Noun"
"ترش‌روي بودن","Verb"
"درس دادن","Verb"
"انحراف شست","Noun"
"مغتنم شمردن","Verb"
"رودخونه سياهرود","NaN"
"رود سنگان","Noun"
"انسان آرماني","Noun"
"جواب دادن","Verb"
"درياچۀ چيتگر","Noun"
"ته نشستن","Verb"
"اهل کتاب","Adjective"
"نجات دادن","Verb"
"نيرنگ‌بازي کردن","Verb"
"پرورش دادن","Verb"
"کشور ليختن‌اشتاين","Noun"
"وارسي نمودن","Verb"
"پانزده ارديبهشت","Noun"
"خبر گرفتن","Verb"
"ميخ‌کوبي نمودن","Verb"
"کارت شناسايي","Noun"
"پديده دوپلر","Noun"
"پهلو به پهلو زدن با کسي (چيزي)","Verb"
"نفرين گفتن","Verb"
"برش زدن","Verb"
"داد و بيداد","Noun"
"عينک خلباني","Noun"
"شناخته شدن","Verb"
"ناخالصي داشتن","Verb"
"پيروزي پرزيان","Noun"
"دماغ‌سوخته کردن","Verb"
"به گوش خوردن","Verb"
"ناخن شيطان","Noun"
"سخن به ميان آمدن","Verb"
"هند شرقي","Noun"
"خوش‌سروزبان شدن","Verb"
"توافق داشتن","Verb"
"خبر دادن","Verb"
"رهن و اجاره","Noun"
"چادر خاکي","NaN"
"سجده سهو","Noun"
"خو دادن","Verb"
"منقرض شدن","Verb"
"رودخانه ايسار","Noun"
"خنچه عزا","Noun"
"شرکت کردن","Verb"
"ابومعين ناصر بن خسرو بن حارث قبادياني بلخي","Noun"
"چهل مناره","NaN"
"چهارم آبان","Noun"
"رسمي سازي","NaN"
"فهرست کردن","Verb"
"فعاليت بدني","Noun"
"مبدل حرارتي","Noun"
"استخوان نشيمنگاهي","Noun"
"علامه علي‌اکبر دهخدا","Noun"
"ساختار عروقي","Noun"
"پرداخت کردن","Verb"
"ناو يدک‌کش","Noun"
"عکس نوشته","NaN"
"هتاک شدن","Verb"
"پارک جنگلي ناهارخوران","Noun"
"کشتار جمعي","Noun"
"غذاي کمکي","Noun"
"طلاق دادن","Verb"
"تغير يافتن","Verb"
"جام ملت‌هاي آسيا","Noun"
"متحمل شدن","Verb"
"بي‌آبرو کردن","Verb"
"واق کردن","Verb"
"مزاج بلغمي","Noun"
"تحول دادن","Verb"
"بالا زدن","Verb"
"شبکه دو","Noun"
"فراغت دادن","Verb"
"رودخانه ساسکاچوان شمالي","Noun"
"عدد زوج","Noun"
"خانه‌بند کردن","Verb"
"متناسب ساختن","Verb"
"راهنماي مسافران","NaN"
"عقدۀ الکترا","Noun"
"مشخص کردن","Verb"
"فرايند تکرار","Noun"
"دشت کوير","Noun"
"دانشگاه تخصصي فناوري‌هاي نوين آمل","Noun"
"بررسي کردن","Verb"
"چست‌وچابک بودن","Verb"
"دست‌وپا شدن","Verb"
"علت غايي","Noun"
"به نيکي ياد کردن","Verb"
"درخت آلوچه","Noun"
"پمپ گازوييل","NaN"
"نُت نقطه‌دار","NaN"
"سبک ايتاليک","Noun"
"قرمز شدن","Verb"
"وسايل گلف","Noun"
"خودکامگي کردن","Verb"
"سوره آل عمران","Noun"
"گوشت سردست","Noun"
"اسکان گرفتن","Verb"
"ايالات متحده آمريکا","Noun"
"طبع خشک","Noun"
"مصطفي کمال پاشا","Noun"
"اثر بر جاي گذاشتن","Verb"
"ولايت فقيه","Noun"
"آل سعود","Noun"
"سس کچاپ","Noun"
"کيسۀ پلاستيکي","Noun"
"ليست اسامي","Noun"
"فروتني داشتن","Verb"
"تنگه ساواشي","Noun"
"ثابت گاز ايده‌آل","Noun"
"2 ارديبهشت","Noun"
"پيچ زدن","Verb"
"وز کردن","Verb"
"دلبسته شدن","Verb"
"روغن گل محمدي","Noun"
"سکته قلبي","Noun"
"فيات کوپه","Noun"
"ملل متحد","NaN"
"پا به فرار گذاشتن","Verb"
"پيل الکتريکي","Noun"
"بدون معطلي","Adverb"
"رود کورا","Noun"
"در اهتزاز درآمدن","Verb"
"شهيد چمران","Noun"
"پيشرفت کردن","Verb"
"به اتمام رسانيدن","Verb"
"آيت‌الله ناصر مکارم شيرازي","Noun"
"مرافعه کردن","Verb"
"وسيله خانه","Noun"
"دماي صفر مطلق","Noun"
"نوزده دي","Noun"
"اثر گذاشتن","Verb"
"جنگ افغانستان","Noun"
"طرح کردن","Verb"
"مجذوب شدن","Verb"
"دلگرم بودن","Verb"
"رودخونه فريزر","NaN"
"دانشگاه علامه طباطبائي","Noun"
"شهر انديکا","Noun"
"تشفي دادن","Verb"
"خم گشتن","Verb"
"خانه‌نشين کردن","Verb"
"بيماري ويروسي","Noun"
"رسايي داشتن","Verb"
"گشنگي کشيدن","Verb"
"بيست‌وپنجم اسفند","Noun"
"بلندنظري کردن","Verb"
"مقرر فرمودن","Verb"
"ترغيب نمودن","Verb"
"تخته‌نرد زدن","Verb"
"پوسيدگي دندان","Noun"
"ترک کردن","Verb"
"ايالت اوهايو","Noun"
"مسابقه صحرايي","Noun"
"بالا زدن","Verb"
"در نظر گرفتن","Verb"
"شبکه سه سيما","Noun"
"ويران ساختن","Verb"
"سالن انتظار","Noun"
"تند رفتن","Verb"
"فرا فرستادن","Verb"
"قسم ياد نمودن","Verb"
"به‌نماز ايستادن","Verb"
"تمثل جستن","Verb"
"عروق خوني","Noun"
"انقلاب بولشويکي","Noun"
"مالک شدن","Verb"
"پراکنده نمودن","Verb"
"رودخانه بهمدي","Noun"
"مغالطه کردن","Verb"
"وزنه زدن","Verb"
"بلدة الکاظمي‌","Noun"
"درخت انجيلي","Noun"
"سرطان سينه","Noun"
"انجير بنگالي","Noun"
"تلنگ [چيزي] دررفتن","Verb"
"ابر توده‌اي","Noun"
"ساکسيفون زدن","Verb"
"تجهيزات جانبي","Noun"
"تير در کردن","Verb"
"زوج نهم مغزي","Noun"
"سازگار کردن","Verb"
"رقص هيپ هاپ","Noun"
"نهنگ سفيد","Noun"
"صدا زدن","Verb"
"سندروم پاي بي‌قرار","Noun"
"دوست داشتن","Verb"
"سجده کردن","Verb"
"لجام کردن","Verb"
"به غلغل افتادن","Verb"
"مليله‌دوزي کردن","Verb"
"گلچين کردن","Verb"
"ابريشم ويسکوز","Noun"
"چاپ زدن","Verb"
"قانون اول حرکت","Noun"
"گام کروماتيک","Noun"
"شمشيربازي کردن","Verb"
"ميدان مشق","Noun"
"قانع بودن","Verb"
"فاکتور شيشه","Noun"
"استخوان کاپيتيت","Noun"
"لوتي لسوتو","Noun"
"شگفتي نمودن","Verb"
"تعديل يافتن","Verb"
"فرمانده کل نيروهاي مسلح","Noun"
"تفنگ هوازني","Noun"
"دستگاه شمارش","Noun"
"مقيم بودن","Verb"
"فيبروز کيستيک","Noun"
"کانال تلويزيوني","Noun"
"بي ام دبليو","Noun"
"هوارهوار کردن","Verb"
"تصرف پيدا کردن","Verb"
"خط تصويرنگار","Noun"
"ويار شدن","Verb"
"انطباق پيدا کردن","Verb"
"سازمان بازنشستگي","Noun"
"ارزش اضافي","Noun"
"سفرۀ دل گشودن","Verb"
"دريچه‌ي سيني‌شکل","Noun"
"ايذاي جنسي","Noun"
"ميزان مشخص","Noun"
"مايکل هليدي","Noun"
"تعمير لوازم خونگي برقي","NaN"
"به آساني","Adverb"
"استخوانچه سنداني","Noun"
"پريشان کردن","Verb"
"تطبيق يافتن","Verb"
"آذربايجان غربي","Noun"
"متقاضي شدن","Verb"
"سالن اجتماعات","Noun"
"تداخل کردن","Verb"
"درمان ريشه","Noun"
"پانزده آبان","Noun"
"شيتان‌پيتان کردن","Verb"
"به فروش رسيدن","Verb"
"آسيب رساندن","Verb"
"آکاردئون زدن","Verb"
"رمالي کردن","Verb"
"خدشه‌دار کردن","Verb"
"وان حمام","Noun"
"جدايي انداختن","Verb"
"ام سي اچ اي","Noun"
"شهر يزد","Noun"
"جعفربن‌ابي‌طالب‌بن عبدالمطلب","Noun"
"چاي روزل","Noun"
"درد دندان","Noun"
"آلرژي داشتن","Verb"
"بازيکن خط حمله","Noun"
"اشعار داشتن","Verb"
"حيرت‌زده کردن","Verb"
"رهبر جمهوري اسلامي ايران","Noun"
"نيش‌ترمز زدن","Verb"
"ماه آپريل","Noun"
"عدد اتمي 98","Noun"
"دل [کسي] براي [کسي/چيزي] کباب شدن","Verb"
"درخت ابريشم","Noun"
"شرطي شدگي","NaN"
"لازم دانستن","Verb"
"نماد ترسيمي","Noun"
"کاغذ آسه","Noun"
"شهرستان کوثر","Noun"
"هنر معرق‌کاري","Noun"
"گروه قومي","Noun"
"رابطه سکسي داشتن","Verb"
"ديانت بابي","Noun"
"باله غواصي","Noun"
"آشتي نمودن","Verb"
"ستاره غول قرمز","Noun"
"موش آبي","Noun"
"سراسيمگي کردن","Verb"
"بي‌حرکت موندن","NaN"
"رودخونه سوميدا","NaN"
"اپيلاسيون کردن","Verb"
"تأکيد نمودن","Verb"
"موسيقي صحنه","Noun"
"هرهروکرکر کردن","Verb"
"ملخ زدن","Verb"
"اقصي نقاط مملکت","NaN"
"رژيم اشغال‌گر قدس","Noun"
"طراوت دادن","Verb"
"ولادت امام علي النقي الهادي (ع)","Noun"
"چاه گاز","Noun"
"کاروليناي جنوبي","Noun"
"قاشق چاي‌خوري","Noun"
"کاربري دستگاه CNC چوب","NaN"
"ماه اکتبر","Noun"
"عدد اتمي 112","Noun"
"غار نمکدان","Noun"
"روز جهاني صليب سرخ و هلال‌احمر","Noun"
"زيرک بودن","Verb"
"شهرستان کنارک","Noun"
"تکثرگرايي ديني","Noun"
"قالب‌ريزي کردن","Verb"
"صاف‌کاري کردن","Verb"
"خاک پدوکال","Noun"
"تبارک و تعالي","Adjective"
"چشم خوردن","Verb"
"گردن خم کردن","Verb"
"سوره انسان","Noun"
"اکثر قريب اتفاق","Adjective"
"آب در دهان [کسي] خشکيدن","Verb"
"درياي مازندران","Noun"
"به چنگ آوردن","Verb"
"واژه يابي","NaN"
"از راه به‌در رفتن","Verb"
"لگن ظرفشويي","Noun"
"اهلي ساختن","Verb"
"سياره ونوس","Noun"
"کتاب کافي","Noun"
"نارسايي تنفسي","Noun"
"زبان مادري","Noun"
"بي‌مهر شدن","Verb"
"گزگز کردن","Verb"
"گربه نوروزي","Noun"
"پيس‌ميکر طبيعي","Noun"
"کانال حنظله","Noun"
"هموار ساختن","Verb"
"آپلود کردن","Verb"
"کره‌کشي کردن","Verb"
"آبجوي ذرت","Noun"
"دستگاه مکنده","Noun"
"پرداخت شدن","Verb"
"بو دادن","Verb"
"مرتب شدن","Verb"
"شهر نوشهر","Noun"
"غمگين گشتن","Verb"
"رود سريس","Noun"
"خميازه کشيدن","Verb"
"تغيير جهت دادن","Verb"
"ورم داشتن","Verb"
"چروک شدن","Verb"
"دين‌زدايي کردن","Verb"
"حمل گرفتن","Verb"
"آه در بساط نداشتن","Verb"
"تسخير لانه جاسوسي آمريکا به دست دانشجويان","Noun"
"حق تقدم","Noun"
"زمزمه نمودن","Verb"
"وضعيت تأهل","Noun"
"ترق‌تروق کردن","Verb"
"اتحاد کردن","Verb"
"مارک فورستر","Noun"
"راحت کردن","Verb"
"تکافو کردن","Verb"
"جمع کردن","Verb"
"هواپيماي مسافري","Noun"
"اختلال اضطراب","Noun"
"غزل گفتن","Verb"
"آذين‌بندي کردن","Verb"
"بذله گفتن","Verb"
"منتشر گردانيدن","Verb"
"تحقق پيدا کردن","Verb"
"رنگ سبزآبي","Noun"
"استان خوزستان","Noun"
"جروواجر کردن","Verb"
"دماي انجماد","Noun"
"پي‌ريزي کردن","Verb"
"رابطه گرامري","Noun"
"کلاهک يخي","Noun"
"15 دقيقه","Noun"
"خلق [کسي] باز شدن","Verb"
"گاو وحشي","Noun"
"به خانه بخت فرستادن","Verb"
"به جاي خود نشاندن","Verb"
"اسير شدن","Verb"
"ازمون کارشناسي","NaN"
"ارکان نماز","Noun"
"از اونجا که","NaN"
"فايده بردن","Verb"
"سوره زلزله","Noun"
"فروش رفتن","Verb"
"تمرين دادن","Verb"
"طول‌وتفصيل دادن","Verb"
"گرافيک اطلاع‌رسان","Noun"
"کيک نارگيلي","Noun"
"جايگزين نمودن","Verb"
"ماه رومي","Noun"
"پايان گرفتن","Verb"
"قابل لمس","Adjective"
"دوقطبي الکتريکي","Noun"
"فروش داشتن","Verb"
"تقلا داشتن","Verb"
"سفر در زمان","Noun"
"سيتروئن ژيان","Noun"
"جندب بن جناده","Noun"
"تحصيل شدن","Verb"
"زبون اوستايي","NaN"
"شخم کردن","Verb"
"آف زدن","Verb"
"يک بهمن","Noun"
"هفدهم فروردين","Noun"
"سازمان بين‌المللي استانداردسازي","Noun"
"آب نشاط","Noun"
"يادآور شدن","Verb"
"چشم از [چيزي] کشيدن","Verb"
"ضربان داشتن","Verb"
"سرخورده شدن","Verb"
"فلنگ را بستن","Verb"
"شرط گذاشتن","Verb"
"گام گذاردن","Verb"
"ژست گرفتن","Verb"
"آدمي سيرت","NaN"
"با قطعيت","Adverb"
"لک انداختن","Verb"
"شهره گشتن","Verb"
"شهر سنندج","Noun"
"جاده زدن","Verb"
"قرار گذاشتن","Verb"
"گردن افراختن","Verb"
"مکافات ديدن","Verb"
"مرغ خانگي","Noun"
"رودخونه قم‌رود","NaN"
"جا زدن","Verb"
"دستگاه ضبط صوت","Noun"
"طرز تفکر","Noun"
"شهادت حضرت امام سجاد","Noun"
"شهر بريزبن","Noun"
"برهان کيهان‌شناختي","Noun"
"يک دسامبر","Noun"
"از اثر افتادن","Verb"
"حمام آفتاب","Noun"
"شهرستان نمين","Noun"
"مميزي کتاب","Noun"
"قالب تهي کردن","Verb"
"پاي [چيزي] ايستادن","Verb"
"در وقفه ماندن","Verb"
"مهندسي ژنتيک","Noun"
"مشتمال دادن","Verb"
"سرکش شدن","Verb"
"ساختار حمايت‌کننده","Noun"
"منابع مادي","Noun"
"روز سعدي","Noun"
"کرانه‌ي باختري رود اردن","Noun"
"زنده شدن","Verb"
"هنر کمينه","Noun"
"زبور آل محمد","Noun"
"شيشۀ نسوز","Noun"
"فرصت سازي","NaN"
"افسر جزء","Noun"
"جنبۀ مثبت","Noun"
"قانون گذاردن","Verb"
"يک فروردين","Noun"
"سکتۀ گوش","Noun"
"فشار خون","Noun"
"ملازمه داشتن","Verb"
"چسبندگي داشتن","Verb"
"خستگي جنسي","Noun"
"هرم بزرگ جيزه","Noun"
"هيزم تر به [کسي] فروختن","Verb"
"به رفراندم گذاشتن","Verb"
"بيم به خود راه دادن","Verb"
"دوره ديپلم","Noun"
"فرياد کشيدن","Verb"
"برق صنعتي","Noun"
"حالت شناختي","Noun"
"حزب رقيب","Noun"
"خط سغدي","Noun"
"خنثي‌سازي کردن","Verb"
"زيست‌شناسي سامانه‌شناختي","Noun"
"پول دستي","Noun"
"بي‌مهر بودن","Verb"
"چين خوردن","Verb"
"حلال کردن","Verb"
"سر افتادن","Verb"
"به‌روز بودن","Verb"
"شمع استاندارد کيهاني","Noun"
"عذر [کسي را] خواستن","Verb"
"سازمان ميراث فرهنگي ايران","Noun"
"درخت پيه","Noun"
"پل مغز","Noun"
"آب زندگاني","Noun"
"آب باريک","Noun"
"عهد بستن","Verb"
"شرمگين کردن","Verb"
"دعاي فرج","Noun"
"قولنج گرفتن","Verb"
"کاسه سر","Noun"
"حجم داشتن","Verb"
"اسماء الحسني","Noun"
"همت برگماردن","Verb"
"دست ياري","Noun"
"برف‌روبي کردن","Verb"
"متوجه شدن","Verb"
"جانور صدف دار","Noun"
"ولايت اعتباري","Noun"
"گل حسرت","Noun"
"صداي بلند","Noun"
"سوره برائت","Noun"
"موفق شدن","Verb"
"استمهال کردن","Verb"
"لکه شدن","Verb"
"ممانعت نمودن","Verb"
"متناسب بودن","Verb"
"ساکن شدن","Verb"
"کميته انقلاب اسلامي","Noun"
"باانصاف بودن","Verb"
"صفت موروثي","Noun"
"استغفار کردن","Verb"
"شتاب آغازين","Noun"
"کشور گرينلند","Noun"
"مخاطره‌آميز بودن","Verb"
"روزنامه وطن امروز","Noun"
"استخون کوتاه","NaN"
"رمزنويسي کردن","Verb"
"برج دلو","Noun"
"سربه‌راه بودن","Verb"
"وقوع پيدا کردن","Verb"
"بين بانکي","NaN"
"بي‌دقت بودن","Verb"
"بر باد کردن","Verb"
"حريم [کسي] را شکستن","Verb"
"جمعيت هلال‌احمر جمهوري اسلامي ايران","Noun"
"پيل لکلانشه","Noun"
"مخصوص شدن","Verb"
"مسامحه‌کار شدن","Verb"
"جمهوري ايرلند","Noun"
"مصونيت پيدا کردن","Verb"
"جرئت کردن","Verb"
"صورت فلکي هندي","Noun"
"شاخه تحصيلي","Noun"
"ويکتور ماري هوگو","Noun"
"اتمام حجت کردن","Verb"
"فتح خرمشهر در عمليات بيت‌المقدس","Noun"
"فدراسيون بين‌المللي کشتي","Noun"
"ابن ملجم مرادي","Noun"
"لباس شنا","Noun"
"متخصص قلب","Noun"
"چک‌و‌چانه زدن","Verb"
"صنايع کوچک","NaN"
"ريشخند شدن","Verb"
"سرده شيرآور","Noun"
"انحصار خريد","NaN"
"رغبت داشتن","Verb"
"تابلوي راهنمايي","Noun"
"مناجات اميرالمؤمنين","Noun"
"پيانوي ديجيتال","Noun"
"کالسکه کودک","Noun"
"آبستن گردانيدن","Verb"
"سگ پاسبان","Noun"
"مني کردن","Verb"
"عرق مليت","Noun"
"تخم‌ريزي کردن","Verb"
"فيبروز سيستيک","Noun"
"نشر دانشگاهي","Noun"
"متفرق کردن","Verb"
"اتحاد اسلام","Noun"
"سلب صلاحيت","Noun"
"رودخونه کويچاک","NaN"
"تامس مور","Noun"
"دارايي ثابت","Noun"
"نحوست نشون دادن","NaN"
"نظام ارباب‌رعيتي","Noun"
"مرعي داشتن","Verb"
"پيراهن مردانه","Noun"
"مستولي شدن","Verb"
"شرح دادن","Verb"
"جان به جان‌آفرين تسليم کردن","Verb"
"جواز گرفتن","Verb"
"يکپارچه شدن","Verb"
"سامانه ناوبري","Noun"
"نظام پزشکي","Noun"
"آيزاک آسيموف","Noun"
"پديدار آمدن","Verb"
"سام ميرزا","Noun"
"شهرستان آق‌قلا","Noun"
"تعميرگاه ماشين","Noun"
"سرده فاوانيا","Noun"
"آغشته شدن","Verb"
"پرده جنب","Noun"
"از صافي گذراندن","Verb"
"رودخونه دينورآب","NaN"
"طمع داشتن","Verb"
"سطل آشغال","Noun"
"تب هموراژيک ابولا","Noun"
"ادامه داشتن","Verb"
"واحد وزن","Noun"
"يادداشت نمودن","Verb"
"شماره شبا","Noun"
"کميته امداد","Noun"
