"آشیان کردن","[]"
"آشیانه کردن","[]"
"آغاز شدن","[]"
"آغاز نمودن","[آغازيدن]"
"آغاز نهادن","[آغازيدن]"
"آغاز کردن","[آغازيدن]"
"آغاز کندن","[]"
"آغاز گردیدن","[]"
"آغاز گشتن","[]"
"آغشته کردن","[آغشتن, زدن, آغريدن, مالانيدن, ماليدن, مالاندن]"
"آغوش گشودن","[]"
"آفتابی شدن","[]"
"آفریده شدن","[]"
"آفرین کردن","[]"
"آلوده ساختن","[آلودن, آلاييدن]"
"آلوده شدن","[آلودن]"
"آلوده کردن","[آلودن, آلاييدن]"
"آلوده کندن","[]"
"آماده بودن","[]"
"آماده ساختن","[آمادن, بربستن]"
"آماده شدن","[]"
"آماده شستن","[]"
"آماده نبودن","[]"
"آماده کردن","[آمادن, بربستن]"
"آماده کندن","[]"
"آماده گشتن","[]"
"آمادگی داشتن","[]"
"آموزش دادن","[آموختن, آموزاندن]"
"آموزش دن","[]"
"آموزش دیدن","[]"
"آموزش یافتن","[آموختن, فراگرفتن]"
"آمپول زدن","[]"
"آمیخته شدن","[آميختن, شيويدن]"
"آه کشیدن","[]"
"آهسته شدن","[]"
"آهنگ ساختن","[]"
"آواره شدن","[]"
"آواره کردن","[]"
"آواره‌شده‌اندن","[]"
"آواز بخواندن","[]"
"آواز خواندن","[خواندن]"
"آواز دادن","[خواندن]"
"آویخته شدن","[آويختن]"
"آویزان بودن","[درآويختن]"
"آویزان شدن","[آويختن]"
"آویزان کردن","[زدن, درآويختن, آويختن]"
"آکنده ساختن","[آکندن]"
"آگاه باشدن","[]"
"آگاه بودن","[دانستن]"
"آگاه ساختن","[آگاهاندن, آگاهانيدن]"
"آگاه شدن","[آگاهيدن, آگهيدن]"
"آگاه شستن","[]"
"آگاه نمودن","[]"
"آگاه کردن","[آگاهاندن, آگاهانيدن]"
"آگاه کندن","[]"
"آگاه گرداندن","[]"
"آگاه گردانیدن","[آگاهاندن, آگاهانيدن]"
"آگاهی دادن","[آگاهاندن, آگاهانيدن]"
"آگاهی داشتن","[دانستن]"
"آگاهی پیدا می‌کردندن","[]"
"آگاهی یافتن","[آگاهيدن, آگهيدن]"
"آگراندیسمان کردن","[]"
"ابا داشتن","[سرتابيدن, سرپيچيدن]"
"ابتر کردن","[]"
"ابداع نمودن","[]"
"ابداع کردن","[]"
"ابداع کندن","[]"
"ابدی باشدن","[]"
"ابراز احساسات کردندن","[]"
"ابراز داشتن","[]"
"ابراز شگفتی کردن","[]"
"ابراز عقیده کردن","[]"
"ابراز عقیده کندن","[]"
"ابراز نکندن","[]"
"ابراز کردن","[]"
"ابراز کندن","[]"
"ابرام داشتن","[]"
"ابطال شدن","[]"
"ابلاغ شدن","[]"
"ابلاغ کردن","[]"
"ابلاغ کندن","[]"
"ابهام داشتن","[]"
"اتخاذ کردن","[]"
"اتخاذ کندن","[]"
"اتراق کردن","[فروآمدن]"
"اتصال دادن","[چسپاندن, چسپانيدن, چسباندن]"
"اتصال پیدا می‌کردن","[]"
"اتصال یافتن","[دوسيدن, چسبيدن]"
"اتفاق افتادن","[]"
"اتفاق نظر دارندن","[]"
"اتفاق نظر داشتن","[]"
"اتفاق نظر داشتندن","[]"
"اتفاق نظر داشتیمن","[]"
"اتفاق نظر ندارندن","[]"
"اتفاق کردن","[]"
"اتمام حجت کردن","[]"
"اتمام یافتن","[]"
"اتهام بستن","[]"
"اتوکشی کردن","[]"
"اثبات شدن","[]"
"اثبات نمودن","[راستاندن]"
"اثبات کردن","[راستاندن]"
"اثبات کندن","[]"
"اثر دادن","[]"
"اثر داشتن","[]"
"اثر نمودن","[]"
"اثر کردن","[]"
"اثر کندن","[]"
"اثر گذاشتن","[]"
"اثر گرفتن","[]"
"اثربخش بودن","[]"
"اثرگذار باشدن","[]"
"اجابت کندن","[]"
"اجاره دادن","[]"
"اجاره کردن","[]"
"اجازه بدن","[]"
"اجازه خواستن","[]"
"اجازه دادن","[گذاشتن]"
"اجازه داشتن","[]"
"اجازه فرمودن","[گذاشتن]"
"اجازه گرفتن","[]"
"اجازه یافتن","[]"
"اجبار داشتن","[بايستن]"
"اجبار کردن","[]"
"اجباری بودن","[بايستن]"
"اجتماع کردن","[]"
"اجتماعی باشدن","[]"
"اجتماعی بودن","[]"
"اجتناب نمودن","[پرهيزيدن, فروايستادن]"
"اجتناب ورزیدن","[پرهيزيدن, فروايستادن]"
"اجتناب کردن","[پرهيزيدن, فروايستادن]"
"اجتناب کندن","[]"
"اجرا داشتن","[]"
"اجرا شدن","[]"
"اجرا نشدن","[]"
"اجرا کردن","[]"
"اجرا کندن","[]"
"اجرا‌نشده‌اندن","[]"
"اجرا‌نشده‌باشدن","[]"
"اجرا‌نشده‌بودن","[]"
"اجماع کردن","[]"
"احاطه داشتن","[]"
"احاطه شدن","[]"
"احاطه نمودن","[]"
"احاطه کردن","[]"
"احاله دادن","[سپردن]"
"احتراز جستن","[پرهيزيدن, فروايستادن]"
"احتراز کردن","[پرهيزيدن, فروايستادن]"
"احترام کردن","[]"
"احترام گذاردن","[]"
"احترام گذاشتن","[]"
"احتمال دادن","[]"
"احتمال داشتن","[]"
"احتمال رفتن","[]"
"احتیاج داشتن","[خواستن]"
"احتیاط کردن","[]"
"احداث شدن","[]"
"احداث کردن","[برساختن, ساختن]"
"احداث کندن","[]"
"احداث گردیدن","[]"
"احراز شدن","[]"
"احراز کردن","[]"
"احساس بکندن","[]"
"احساس ناتوانی می‌کنندن","[]"
"احساس نکندن","[]"
"احساس کردن","[فهميدن, شناختن]"
"احساس کندن","[]"
"احضار کردن","[فراخواندن, بازخواندن]"
"احضار کندن","[]"
"احیا شدن","[]"
"احیا کردن","[]"
"احیا کندن","[]"
"اخاذی کردن","[تيغاندن, تيغانيدن, تيغيدن, تلکيدن]"
"اختراع کردن","[]"
"اختراع کندن","[]"
"اختصاص دادن","[]"
"اختصاص داشتن","[]"
"اختصاص پیدا کندن","[]"
"اختصاص یافتن","[]"
"اختلاس کردن","[]"
"اختلاف افتادن","[]"
"اختلاف انداختن","[]"
"اختلاف داشتن","[]"
"اختلال ایجاد می‌کردن","[]"
"اختلال ایجاد می‌کندن","[]"
"اختلال ایجاد کردن","[]"
"اختلال ایجاد کندن","[]"
"اختیار دادن","[]"
"اختیار داشتن","[]"
"اختیار فرمودن","[برگزيدن]"
"اختیار کردن","[برگزيدن]"
"اختیار کندن","[]"
"اخت‌نشده‌اندن","[]"
"اخذ شدن","[]"
"اخذ نمودن","[ستدن, گرفتن, ستانيدن]"
"اخذ کردن","[ستدن, گرفتن, ستانيدن]"
"اخراج شدن","[]"
"اخراج کردن","[]"
"اخراج کندن","[]"
"اخطار دادن","[]"
"اخطار کردن","[]"
"اخطار کندن","[]"
"اخم کردن","[]"
"ادا شدن","[]"
"ادا کردن","[]"
"ادا کندن","[]"
"اداره بکندن","[]"
"اداره کردن","[]"
"اداره کندن","[]"
"ادامه دادن","[نگه‌داشتن, افزودن]"
"ادامه داشتن","[]"
"ادامه پیدا بکندن","[]"
"ادامه پیدا می‌کردن","[]"
"ادامه پیدا می‌کندن","[]"
"ادامه پیدا می‌کنندن","[]"
"ادامه پیدا نکردن","[]"
"ادامه پیدا کردن","[]"
"ادامه پیدا کندن","[]"
"ادامه یافتن","[]"
"ادب کردن","[]"
"ادب کن","[]"
"ادراک شدن","[]"
"ادراک کردن","[فهميدن, گرفتن, شناختن]"
"ادعا داشتن","[]"
"ادعا نکندن","[]"
"ادعا کردن","[]"
"ادعا کندن","[]"
"ادغام شدن","[]"
"ادغام کردن","[]"
"ادغام کندن","[]"
"اذعان داشتن","[]"
"اذعان کردن","[]"
"اذیت شدن","[]"
"اذیت کردن","[]"
"اذیت کندن","[]"
"ارادت داشتن","[]"
"اراده داشتن","[]"
"اراده کردن","[]"
"اراده کندن","[]"
"ارایه دادن","[]"
"ارایه کردن","[]"
"ارایه کندن","[]"
"ارتباط برقرار بکندن","[]"
"ارتباط برقرار می‌کردندن","[]"
"ارتباط برقرار می‌کندن","[]"
"ارتباط برقرار می‌کنندن","[]"
"ارتباط برقرار می‌کنیمن","[]"
"ارتباط برقرار نمی‌کندن","[]"
"ارتباط برقرار نمی‌کنندن","[]"
"ارتباط برقرار نکردن","[]"
"ارتباط برقرار نکندن","[]"
"ارتباط برقرار کردن","[]"
"ارتباط برقرار کردندن","[]"
"ارتباط برقرار کندن","[]"
"ارتباط برقرار کنندن","[]"
"ارتباط برقرار کنیدن","[]"
"ارتباط دادن","[چسپاندن, چسپانيدن, چسباندن]"
"ارتباط داشتن","[]"
"ارتباط یافتن","[]"
"ارتفاع داشتن","[]"
"ارتفاع گرفتن","[]"
"ارتقا پیدا کردن","[]"
"ارتقا پیدا کندن","[]"
"ارتقا یافتن","[]"
"ارث بردن","[]"
"ارج داشتن","[]"
"ارج نهادن","[]"
"ارج گذاردن","[]"
"ارج گذاشتن","[]"
"ارجاع دادن","[]"
"ارجاع شدن","[]"
"ارجاع کندن","[]"
"ارجح باشدن","[]"
"ارجح بودن","[]"
"ارجح دانستن","[]"
"ارجحیت داشتن","[]"
"اردو زدن","[فروآمدن]"
"ارزانی داشتن","[بخشيدن, واگذاشتن]"
"ارزانی فرمودن","[بخشيدن, واگذاشتن]"
"ارزش دادن","[]"
"ارزش داشتن","[ارزيدن, هزينه‌داشتن]"
"ارزش ن","[]"
"ارزش نهادن","[]"
"ارزش نهدن","[]"
"ارزش یافتن","[]"
"ارزشیابی کردن","[سنجيدن, سختيدن]"
"ارزیابی شدن","[]"
"ارزیابی کردن","[سنجيدن, سختيدن]"
"ارزیابی کندن","[]"
"ارسال داشتن","[فرستادن]"
"ارسال شدن","[]"
"ارسال نشدن","[]"
"ارسال نمودن","[فرستادن]"
"ارسال کردن","[فرستادن]"
"ارسال کن","[]"
"ارسال کندن","[]"
"ارسال گشتن","[]"
"ارسال‌نشده‌اندن","[]"
"ارشاد کردن","[]"
"ارشاد‌شده‌ایدن","[]"
"ارفاق کردن","[]"
"ارمغان دادن","[]"
"از دست رفتن","[رفتن]"
"ازدحام کردن","[]"
"ازدواج کردن","[]"
"ازدواج کندن","[]"
"استاندارد کردن","[]"
"استتار کردن","[]"
"استثمار کردن","[]"
"استحاله شدن","[دگريدن]"
"استحصال شدن","[]"
"استحصال کردن","[]"
"استحکام بخشدن","[]"
"استحکام بخشیدن","[]"
"استحکام داشتن","[پايستن, ايستادن]"
"استحکام یافتن","[]"
"استخدام شدن","[]"
"استخدام نشدن","[]"
"استخدام کردن","[]"
"استخدام کندن","[]"
"استخراج کردن","[]"
"استخراج کندن","[]"
"استدعا داشتن","[خواستن]"
"استدلال کردن","[]"
"استراحت کردن","[آرميدن, آراميدن]"
"استراحت کندن","[]"
"استشمام کردن","[دردميدن, بوييدن]"
"استشمام کندن","[]"
"استعانت جستن","[]"
"استعفا دادن","[]"
"استعفا کردن","[]"
"استعفا کندن","[]"
"استعلام کردن","[بازپرسيدن, پرسيدن]"
"استعمال کردن","[]"
"استغاثه کندن","[]"
"استغفار کردن","[]"
"استفاده شدن","[]"
"استفاده نمودن","[]"
"استفاده نکردن","[]"
"استفاده نکندن","[]"
"استفاده کردن","[]"
"استفاده کن","[]"
"استفاده کندن","[]"
"استفراغ کردن","[برگرداندن]"
"استفسار کردن","[]"
"استقامت کردن","[]"
"استقبال کردن","[]"
"استقبال کندن","[]"
"استقرار داشتن","[]"
"استقرار پیدا کردن","[]"
"استقرار یافتن","[]"
"استقراض کردن","[]"
"استقلال داشتن","[]"
"استقلال پیدا کردن","[]"
"استقلال یافتن","[]"
"استماع کندن","[]"
"استمداد طلبیدن","[]"
"استمداد کردن","[]"
"استمرار بخشدن","[]"
"استمرار بخشیدن","[]"
"استمرار داشتن","[]"
"استمرار پیدا می‌کندن","[]"
"استمرار یافتن","[]"
"استناد دادن","[]"
"استناد کردن","[]"
"استنباط شدن","[]"
"استنباط کردن","[]"
"استنباط کندن","[]"
"استنتاج کردن","[]"
"استنساخ کردن","[]"
"استنکاف ورزیدن","[پرهيزيدن, فروايستادن]"
"استوار باشدن","[]"
"استوار بودن","[]"
"استوار دارن","[]"
"استوار داشتن","[]"
"استوار ساختن","[]"
"استوار شدن","[]"
"استوار کردن","[]"
"استوار کندن","[]"
"استوار گشتن","[]"
"استیضاح کردن","[]"
"استیضاح کندن","[]"
"استیلا یافتن","[]"
"اسلام آوردن","[]"
"اسم بردن","[]"
"اسم دادن","[]"
"اسهال شدن","[]"
"اسکان دادن","[]"
"اسکان گرفتن","[]"
"اسکان یافتن","[]"
"اسیر شدن","[]"
"اسیر کردن","[]"
"اسیر کن","[]"
"اشارت داشتن","[]"
"اشاره داشتن","[]"
"اشاره شدن","[]"
"اشاره نمودن","[]"
"اشاره کردن","[]"
"اشاره کندن","[]"
"اشاعه دادن","[گستردن]"
"اشباع شدن","[سيريدن]"
"اشباع کردن","[سيراندن]"
"اشتباه باشدن","[]"
"اشتباه بودن","[]"
"اشتباه بکندن","[]"
"اشتباه داشتن","[]"
"اشتباه نبودن","[]"
"اشتباه کردن","[]"
"اشتباه کندن","[]"
"اشتباه گرفتن","[]"
"اشتراک داشتن","[]"
"اشتراک عقیده داشتندن","[]"
"اشتراک نظر دارندن","[]"
"اشتراک نظر داریمن","[]"
"اشتغال داشتن","[]"
"اشتغال ورزیدن","[]"
"اشتهار داشتن","[]"
"اشتیاق داشتن","[]"
"اشراف داشتن","[دانستن]"
"اشراف نداشتن","[]"
"اشعار داشتن","[]"
"اشغال کردن","[]"
"اشک ریختن","[گريستن, گرييدن]"
"اشکال داشتن","[]"
"اشکال گرفتن","[]"
"اصابت کردن","[]"
"اصالت داشتن","[]"
"اصرار داشتن","[ايستادن]"
"اصرار ورزیدن","[]"
"اصرار کردن","[]"
"اصرار کندن","[]"
"اصلاح شدن","[]"
"اصلاح نکندن","[]"
"اصلاح کردن","[زدن, تراشيدن]"
"اصلاح کن","[]"
"اصلاح کندن","[]"
"اصیل نبودن","[]"
"اضافه شدن","[]"
"اضافه کردن","[فزودن, افزودن]"
"اضافه کندن","[]"
"اطاعت داشتن","[]"
"اطاعت نکندن","[]"
"اطاعت کردن","[]"
"اطاعت کندن","[]"
"اطلاع دادن","[آگاهاندن, آگاهانيدن]"
"اطلاع داشتن","[]"
"اطلاع پیدا کنندن","[]"
"اطلاع یافتن","[آگاهيدن, آگهيدن]"
"اطلاق شدن","[]"
"اطمینان بخشیدن","[]"
"اطمینان حاصل کردن","[ديدن]"
"اطمینان حاصل کنندن","[]"
"اطمینان دادن","[]"
"اطمینان داشتن","[]"
"اطمینان پیدا کندن","[]"
"اطمینان پیدا کنیمن","[]"
"اطمینان کردن","[]"
"اطمینان یافتن","[ديدن]"
"اظهار تنفر می‌کندن","[]"
"اظهار داشتن","[فرادادن]"
"اظهار ناامیدی کردندن","[]"
"اظهار نظر بکندن","[]"
"اظهار نظر بکنیمن","[]"
"اظهار نظر می‌کردندن","[]"
"اظهار نظر می‌کندن","[]"
"اظهار نظر نمی‌کنمن","[]"
"اظهار نظر ننمایمن","[]"
"اظهار نظر نکردن","[]"
"اظهار نظر کردن","[]"
"اظهار نظر کردندن","[]"
"اظهار نظر کندن","[]"
"اظهار نظر کنندن","[]"
"اظهار نظر کنیمن","[]"
"اظهار نمودن","[فرمودن, گفتن, دردادن]"
"اظهار کردن","[فرمودن, گفتن, دردادن]"
"اعتبار بخشدن","[]"
"اعتبار بخشیدن","[]"
"اعتبار داشتن","[]"
"اعتبار یافتن","[]"
"اعتدال داشتن","[]"
"اعتراض داشتن","[]"
"اعتراض کردن","[]"
"اعتراف داشتن","[]"
"اعتراف کردن","[]"
"اعتراف کندن","[]"
"اعتصاب کردن","[]"
"اعتقاد داشتن","[پنداشتن, پنداريدن]"
"اعتقاد پیدا کردن","[]"
"اعتقاد پیدا کنندن","[]"
"اعتماد داشتن","[]"
"اعتماد کردن","[]"
"اعتنا نکردن","[]"
"اعتنا کردن","[]"
"اعدام کردن","[]"
"اعراض کردن","[]"
"اعزام داشتن","[]"
"اعزام شدن","[]"
"اعزام نشدن","[]"
"اعزام کردن","[]"
"اعزام کندن","[]"
"اعطا کردن","[بخشيدن, دادن, واگذاشتن]"
"اعطا کندن","[]"
"اعلام خطر می‌کنمن","[]"
"اعلام داشتن","[]"
"اعلام نمودن","[]"
"اعلام کردن","[]"
"اعلام کندن","[]"
"اعلان کردن","[]"
"اعمال شدن","[]"
"اعمال نفوذ می‌کندن","[]"
"اعمال کردن","[]"
"اعمال کندن","[]"
"اغراق کردن","[]"
"اغفال کردن","[]"
"اغفال‌شده‌اندن","[]"
"اغماض کردن","[]"
"اغوا کردن","[]"
"افاده کردن","[]"
"افاضه فرمودن","[]"
"افاضه کردن","[]"
"افاقه کندن","[]"
"افت کردن","[]"
"افتاده باشدن","[]"
"افتاده بودن","[]"
"افتتاح نمودن","[]"
"افتتاح کردن","[]"
"افتتاح کندن","[]"
"افتخار آفریدن","[]"
"افتخار کردن","[]"
"افتخارآفرینی کردن","[]"
"افترا بستن","[]"
"افترا زدن","[]"
"افراط کردن","[]"
"افروخته شدن","[سوختن]"
"افزایش دادن","[فزودن, افزودن]"
"افزایش داشتن","[]"
"افزایش پیدا می‌کندن","[]"
"افزایش پیدا کندن","[]"
"افزایش پیدا کنندن","[]"
"افزایش یافتن","[]"
"افزوده شدن","[]"
"افزون شدن","[]"
"افزون کردن","[فزودن, افزودن]"
"افزون گشتن","[]"
"افسرده بودن","[]"
"افسرده شستن","[]"
"افسوس خوردن","[]"
"افشا کردن","[گفتن]"
"افشاگری کندن","[]"
"افضل باشدن","[]"
"افطار کردن","[]"
"افول کندن","[]"
"اقامت داشتن","[]"
"اقامت کردن","[نشستن, ماندن]"
"اقامت گزیدن","[نشستن, ماندن]"
"اقامه کردن","[]"
"اقبال کردن","[]"
"اقتباس کردن","[گرفتن]"
"اقتدا کردن","[]"
"اقتضا داشتن","[]"
"اقتضا کردن","[]"
"اقدام داشتن","[]"
"اقدام شدن","[]"
"اقدام نمودن","[]"
"اقدام نکندن","[]"
"اقدام ورزیدن","[]"
"اقدام کردن","[]"
"اقدام کندن","[]"
"اقرار داشتن","[]"
"اقرار کردن","[]"
"اقرار کندن","[]"
"اقسام داشتن","[]"
"اقناع کردن","[پذيراندن]"
"التزام داشتن","[]"
"التفات داشتن","[]"
"التفات کردن","[]"
"التیام دادن","[]"
"الزام کردن","[]"
"الزام کندن","[]"
"الزامی بودن","[بايستن]"
"الزامی ساختن","[]"
"الزامی شدن","[]"
"الزامی کردن","[]"
"الصاق کردن","[]"
"القا فرمودن","[قبولانيدن, باوراندن, القاييدن, قبولاندن]"
"القا کردن","[قبولانيدن, باوراندن, القاييدن, قبولاندن]"
"القا کندن","[]"
"الهام گرفتن","[]"
"الگو گرفتن","[]"
"امان خواستن","[]"
"امان دادن","[]"
"امانت دادن","[]"
"امانت گذاشتن","[]"
"امانت گرفتن","[]"
"امانت‌دار بودن","[]"
"امتحان دادن","[]"
"امتحان کردن","[آزمودن]"
"امتحان کن","[]"
"امتحان کندن","[]"
"امتداد داشتن","[]"
"امتداد پیدا می‌کندن","[]"
"امتداد یافتن","[گستردن, دربرگرفتن]"
"امتناع ورزیدن","[پرهيزيدن, فروايستادن]"
"امتناع کردن","[پرهيزيدن, فروايستادن]"
"امتناع کندن","[]"
"امتیاز دادن","[]"
"امتیاز داشتن","[]"
"امتیاز دن","[]"
"امر دادن","[دادن]"
"امر فرمودن","[دادن]"
"امر نمودن","[دادن]"
"امر کردن","[دادن]"
"امرار معاش می‌کردندن","[]"
"امرار معاش کنندن","[]"
"امروزی کردن","[]"
"امضا شدن","[]"
"امضا کردن","[پاراف‌کردن]"
"امضا کندن","[]"
"امن بودن","[]"
"امنیت داشتن","[]"
"امکان دادن","[]"
"امکان داشتن","[]"
"امکان یافتن","[]"
"امکانات داشتن","[]"
"امید برن","[]"
"امید بستن","[]"
"امید دادن","[]"
"امید داشتن","[]"
"امید رفتن","[]"
"امیدوار بودن","[]"
"امیدوار شدن","[]"
"امیدوار کردن","[]"
"امیدوار‌شده‌اندن","[]"
"امین باشدن","[]"
"امین بودن","[]"
"انبار کردن","[انباشتن, انبوهيدن, انباردن]"
"انباشته شدن","[]"
"انتخاب شدن","[]"
"انتخاب نمودن","[برگزيدن]"
"انتخاب کردن","[برگزيدن, گزيدن]"
"انتخاب کن","[]"
"انتخاب کندن","[]"
"انتخاب‌نشده‌اندن","[]"
"انتزاع کردن","[]"
"انتشار دادن","[]"
"انتشار پیدا کردندن","[]"
"انتشار پیدا کندن","[]"
"انتشار یافتن","[درآمدن]"
"انتظار داشتن","[]"
"انتظار رفتن","[]"
"انتظار کشیدن","[]"
"انتظام بخشدن","[]"
"انتقاد کردن","[]"
"انتقال دادن","[آموختن, بردن, آموزاندن]"
"انتقال پیدا می‌کندن","[]"
"انتقال پیدا می‌کنندن","[]"
"انتقال پیدا کردن","[]"
"انتقال یافتن","[]"
"انتقام گرفتن","[]"
"انجام بدن","[]"
"انجام خواست بدهدن","[]"
"انجام دادن","[کردن, بستن]"
"انجام دن","[]"
"انجام شدن","[]"
"انجام ندادن","[]"
"انجام نشدن","[]"
"انجام پذیرفتن","[]"
"انجام گرفتن","[]"
"انجام یافتن","[]"
"انحراف دادن","[خمانيدن, شکستن, فروداشتن, خماندن]"
"انحراف پیدا کردن","[کيبيدن]"
"انحصاری کردن","[]"
"اندازه بودن","[]"
"اندازه گرفتن","[سنجيدن]"
"اندرز دادن","[]"
"اندوه خوردن","[]"
"اندوهناک بودن","[]"
"اندوهناک شدن","[برخوردن]"
"اندوهگین شدن","[برخوردن]"
"اندک باشدن","[]"
"اندک بودن","[]"
"اندیشه کردن","[سگاليدن, انديشيدن]"
"انذار کردن","[ترسانيدن, ترساندن, هراساندن, هراسانيدن]"
"انذار کندن","[]"
"انزوا گزیدن","[]"
"انس داشتن","[]"
"انصاف داشتن","[]"
"انصراف دادن","[]"
"انطباق دادن","[]"
"انطباق داشتن","[]"
"انطباق یافتن","[]"
"انعام گرفتن","[]"
"انعکاس دادن","[بازتاباندن]"
"انعکاس یافتن","[پيچيدن, بازتافتن, پژواکيدن]"
"انفاق کردن","[بخشيدن, واگذاشتن]"
"انقراض یافتن","[ورافتادن]"
"انقلاب کردن","[]"
"انکار کردن","[]"
"انکار کندن","[]"
"انگشت نما شدندن","[]"
"انگشت نگاری می‌کندن","[]"
"انگشت نگاری می‌کنندن","[]"
"انگیزه دادن","[برانگيختن, انگيزاندن, انگيزيدن, انگيزانيدن]"
"اهانت نمودن","[]"
"اهانت کردن","[]"
"اهانت کندن","[]"
"اهتمام داشتن","[]"
"اهتمام ورزیدن","[]"
"اهتمام کندن","[]"
"اهدا کردن","[]"
"اهدا کندن","[]"
"اهلی کردن","[]"
"اهمال کردن","[]"
"اهمیت دادن","[]"
"اهمیت داشتن","[]"
"اهمیت ندادن","[]"
"اهمیت پیدا می‌کندن","[]"
"اهمیت پیدا نمی‌کنندن","[]"
"اهمیت پیدا کندن","[]"
"اهمیت یافتن","[]"
"اوج گرفتن","[]"
"اولتیماتوم دادن","[]"
"اولویت دادن","[]"
"اولویت داشتن","[]"
"اولویت یافتن","[]"
"اکتفا کردن","[]"
"اکتفا کندن","[]"
"اکران شدن","[]"
"اکراه داشتن","[]"
"اکسید شدن","[]"
"اکسیده شدن","[]"
"ایجاب کردن","[]"
"ایجاب کندن","[]"
"ایجاد بکندن","[]"
"ایجاد شدن","[]"
"ایجاد نمودن","[]"
"ایجاد نکندن","[]"
"ایجاد کردن","[زايانيدن, زاياندن, سرشتن, آفريدن]"
"ایجاد کندن","[]"
"ایراد داشتن","[]"
