,word
698,التزام داشتن
699,التفات داشتن
700,التفات کردن
701,التیام دادن
702,الزام کردن
703,الزام کندن
704,الزامی بودن
705,الزامی ساختن
706,الزامی شدن
707,الزامی کردن
708,الصاق کردن
709,القا فرمودن
710,القا کردن
711,القا کندن
712,الهام گرفتن
713,الگو گرفتن
714,امان خواستن
715,امان دادن
716,امانت دادن
717,امانت گذاشتن
718,امانت گرفتن
719,امانت‌دار بودن
720,امتحان دادن
721,امتحان کردن
722,امتحان کن
723,امتحان کندن
724,امتداد داشتن
725,امتداد پیدا می‌کندن
726,امتداد یافتن
727,امتناع ورزیدن
728,امتناع کردن
729,امتناع کندن
730,امتیاز دادن
731,امتیاز داشتن
732,امتیاز دن
733,امر دادن
734,امر فرمودن
735,امر نمودن
736,امر کردن
737,امرار معاش می‌کردندن
738,امرار معاش کنندن
739,امروزی کردن
740,امضا شدن
741,امضا کردن
742,امضا کندن
743,امن بودن
744,امنیت داشتن
745,امکان دادن
746,امکان داشتن
747,امکان یافتن
748,امکانات داشتن
749,امید برن
750,امید بستن
751,امید دادن
752,امید داشتن
753,امید رفتن
754,امیدوار بودن
755,امیدوار شدن
756,امیدوار کردن
757,امیدوار‌شده‌اندن
758,امین باشدن
759,امین بودن
760,انبار کردن
761,انباشته شدن
762,انتخاب شدن
763,انتخاب نمودن
764,انتخاب کردن
765,انتخاب کن
766,انتخاب کندن
767,انتخاب‌نشده‌اندن
768,انتزاع کردن
769,انتشار دادن
770,انتشار پیدا کردندن
771,انتشار پیدا کندن
772,انتشار یافتن
773,انتظار داشتن
774,انتظار رفتن
775,انتظار کشیدن
776,انتظام بخشدن
777,انتقاد کردن
778,انتقال دادن
779,انتقال پیدا می‌کندن
780,انتقال پیدا می‌کنندن
781,انتقال پیدا کردن
782,انتقال یافتن
783,انتقام گرفتن
784,انجام بدن
785,انجام خواست بدهدن
786,انجام دادن
787,انجام دن
788,انجام شدن
789,انجام ندادن
790,انجام نشدن
791,انجام پذیرفتن
792,انجام گرفتن
793,انجام یافتن
794,انحراف دادن
795,انحراف پیدا کردن
796,انحصاری کردن
797,اندازه بودن
798,اندازه گرفتن
799,اندرز دادن
800,اندوه خوردن
801,اندوهناک بودن
802,اندوهناک شدن
803,اندوهگین شدن
804,اندک باشدن
805,اندک بودن
806,اندیشه کردن
807,انذار کردن
808,انذار کندن
809,انزوا گزیدن
810,انس داشتن
811,انصاف داشتن
812,انصراف دادن
813,انطباق دادن
814,انطباق داشتن
815,انطباق یافتن
816,انعام گرفتن
817,انعکاس دادن
818,انعکاس یافتن
819,انفاق کردن
820,انقراض یافتن
821,انقلاب کردن
822,انکار کردن
823,انکار کندن
824,انگشت نما شدندن
825,انگشت نگاری می‌کندن
826,انگشت نگاری می‌کنندن
827,انگیزه دادن
828,اهانت نمودن
829,اهانت کردن
830,اهانت کندن
831,اهتمام داشتن
832,اهتمام ورزیدن
833,اهتمام کندن
834,اهدا کردن
835,اهدا کندن
836,اهلی کردن
837,اهمال کردن
838,اهمیت دادن
839,اهمیت داشتن
840,اهمیت ندادن
841,اهمیت پیدا می‌کندن
842,اهمیت پیدا نمی‌کنندن
843,اهمیت پیدا کندن
844,اهمیت یافتن
845,اوج گرفتن
846,اولتیماتوم دادن
847,اولویت دادن
848,اولویت داشتن
849,اولویت یافتن
850,اکتفا کردن
851,اکتفا کندن
852,اکران شدن
853,اکراه داشتن
854,اکسید شدن
855,اکسیده شدن
856,ایجاب کردن
857,ایجاب کندن
858,ایجاد بکندن
859,ایجاد شدن
860,ایجاد نمودن
861,ایجاد نکندن
862,ایجاد کردن
863,ایجاد کندن
864,ایراد داشتن
865,ایراد شدن
866,ایراد فرمودن
867,ایراد کردن
868,ایراد گرفتن
869,ایزوله کردن
870,ایستاده بودن
871,ایستادگی داشتن
872,ایستادگی کردن
873,ایستادگی کندن
874,ایفا کردن
875,ایفا کندن
876,ایفای نقش می‌کنندن
877,ایمان آوردن
878,ایمان داشتن
879,ایمن شدن
880,باب شدن
881,باتقوا بودن
882,باج دادن
883,باج گرفتن
884,باحیا بودن
885,باخبر شدن
886,باخبر شستن
887,باخبر کن
888,باد دادن
889,باد زدن
890,باد پیچیدن
891,باد کردن
892,بار آمدن
893,بار بستن
894,بار دادن
895,بار کردن
896,بار گذاشتن
897,بار گرفتن
898,بار یافتن
899,باران آمدن
900,باران باریدن
901,باربری کردن
902,باردار بودن
903,باردار شدن
904,بارز باشدن
905,بارز بودن
906,بارز شدن
907,بارور ساختن
908,بارور شدن
909,بارور کردن
910,باز بماندن
911,باز خواست کنیدن
912,باز داشتن
913,باز شدن
914,باز ماندن
915,باز نشدن
916,باز نماندن
917,باز کردن
918,باز کن
919,باز کندن
920,باز گشتن
921,باز گفتن
922,باز یافتن
923,بازار داشتن
924,بازبینی کردن
925,بازتاب دادن
926,بازتاب داشتن
927,بازتاب پیدا کردن
928,بازتاب یافتن
929,بازجویی کردن
930,بازخواست کردن
931,بازخوانی کردن
932,بازداشت شدن
933,بازداشت کردن
934,بازداشت کندن
935,بازداشت‌نشده‌اندن
936,بازدید کردن
937,بازرسی کردن
938,بازرسی کندن
939,بازرگانی کردن
940,بازسازی شدن
941,بازسازی کردن
942,بازسازی کندن
943,بازشماری کردن
944,بازشناسی کردن
945,بازنده شدن
946,بازنشسته شدن
947,بازنمایی کردن
948,بازنویسی کردن
949,بازنگری کردن
950,بازپرداخت کردن
951,بازپرسی کردن
952,بازگو شدن
953,بازگو کردن
954,بازگو کندن
955,بازی دادن
956,بازی دن
957,بازی نکردن
958,بازی نکندن
959,بازی کردن
960,بازی کندن
961,باسواد بودن
962,باطل شدن
963,باطل کردن
964,باطل کندن
965,باعث شدن
966,باعث گشتن
967,باقی بماندن
968,باقی ماندن
969,باقی نماندن
970,باقی گذاردن
971,باقی گذاشتن
972,بالا آمدن
973,بالا آوردن
974,بالا بردن
975,بالا رفتن
976,بالا رودن
977,بالا زدن
978,بالا می‌آیندن
979,بالا کشیدن
980,بالا گرفتن
981,بالاتر باشدن
982,بالاتر بودن
983,بالای منبر رفتمن
984,بالای‌دار رفتن
985,بالغ شدن
986,بامبول سوار می‌کندن
987,بانگ برآوردن
988,بانگ دادن
989,بانگ زدن
990,بانگ کردن
991,بانگ کن
992,باور داشتن
993,باور فرمودن
994,باور کردن
995,باور کندن
996,باوقار بودن
997,باک داشتن
998,بایگانی کردن
999,بت پرستیدن
1000,بحث داشتن
1001,بحث کردن
1002,بخار کردن
1003,بخش شدن
1004,بخش کردن
1005,بخشوده شدن
1006,بد آوردن
1007,بد باشدن
1008,بد بودن
1009,بد شدن
1010,بد فهمیدن
1011,بد نبودن
1012,بد کردن
1013,بد گفتن
1014,بدبخت شدن
1015,بدبین بودن
1016,بدبین کردن
1017,بدتر شدن
1018,بدتر کردن
1019,بدرفتاری کردن
1020,بدرقه کردن
1021,بدعت گذاشتن
1022,بدقولی کردن
1023,بدل ساختن
1024,بدل شدن
1025,بدنام شدن
1026,بدنام کردن
1027,بده زدن
1028,بدهکار باشدن
1029,بدهی داشتن
1030,بدگمان بودن
1031,بدگمان کردن
1032,بدی کردن
1033,بدیهی باشدن
1034,بذل کردن
1035,بر تن کردن
1036,بر جای بگذاردن
1037,بر جای ماندن
1038,بر جای نگذارندن
1039,بر زبان راندن
1040,بر عهده گرفتن
1041,بر عهده گرفتندن
1042,بر عهده گیردن
1043,برآشفته شدن
1044,برآشفته کردن
1045,برآورد کردن
1046,برآورده ساختن
1047,برآورده شدن
1048,برآورده کردن
1049,برآورده کندن
1050,برآورده‌نشده‌بودن
1051,برابر بودن
1052,برابر داشتن
1053,برابر دانستن
1054,برابر شدن
1055,برابر نبودن
1056,برابر کردن
1057,برابری داشتن
1058,برابری کردن
1059,برافروخته بودن
1060,برافروخته شدن
1061,براق شدن
1062,برتر باشدن
1063,برتر بودن
1064,برتر دانستن
1065,برتر شمردن
1066,برتری داشتن
1067,برتری یافتن
1068,برجسته ساختن
1069,برجسته شدن
1070,برجسته کردن
1071,برجسته کندن
1072,برخورد داشتن
1073,برخورد نمودن
1074,برخورد نکندن
1075,برخورد کردن
1076,برخورد کندن
1077,برخوردار شدن
1078,برخوردار گشتن
1079,برخوردار‌نشده‌باشندن
1080,برداشت شدن
1081,برداشت کردن
1082,برداشت کندن
1083,برداشته شدن
1084,بردبار بودن
1085,بردباری نشان دادن
1086,بردن
1087,بررسی شدن
1088,بررسی نمودن
1089,بررسی کردن
1090,بررسی کندن
1091,برس کشیدن
1092,برطرف بکندن
1093,برطرف شدن
1094,برطرف کردن
1095,برطرف کندن
1096,برطرف گردیدن
1097,برعکس شدن
1098,برف باریدن
1099,برفک زدن
1100,برق زدن
1101,برق نزدن
1102,برق گرفتن
1103,برقرار باشدن
1104,برقرار بودن
1105,برقرار داشتن
1106,برقرار ساختن
1107,برقرار شدن
1108,برقرار نشدن
1109,برقرار کردن
1110,برقرار کن
1111,برقرار کندن
1112,برملا ساختن
1113,برملا شدن
1114,برملا کردن
1115,برنامه ریختن
1116,برنده شدن
1117,برنزه کردن
1118,بروز دادن
1119,بروز نکندن
1120,بروز کردن
1121,بروز کندن
1122,برون آمدن
1123,برپا بودن
1124,برپا شدن
1125,برپا کردن
1126,برچیده شدن
1127,برکت دادن
1128,برکنار شدن
1129,برکنار کردن
1130,برکنار‌نشده‌اندن
1131,برگ زدن
1132,برگزار شدن
1133,برگزار نمودن
1134,برگزار کردن
1135,برگزار کندن
1136,برگزیده شدن
1137,برگشت خوردن
1138,برگشت دادن
1139,بری شدن
1140,بریده شدن
1141,بزرگ داشتن
1142,بزرگ دانستن
1143,بزرگ شدن
1144,بزرگ شمردن
1145,بزرگ منش بودن
1146,بزرگ کردن
1147,بزرگ کندن
1148,بزرگوار بودن
1149,بزرگی داشتن
1150,بزرگی کردن
1151,بزرگ‌نمایی کردن
1152,بزک کردن
1153,بس باشدن
1154,بستری شدن
1155,بستری کردن
1156,بسته شدن
1157,بسته‌بندی کردن
1158,بستگی داشتن
1159,بسط دادن
1160,بسط پیدا کندن
1161,بسنده کردن
1162,بسیار باشدن
1163,بسیار بودن
1164,بسیار شدن
1165,بسیج کردن
1166,بسیج کندن
1167,بشارت دادن
1168,بشاش بودن
1169,بشکن زدن
1170,بصیرت داشتن
1171,بغض کردن
1172,بغل کردن
1173,بغل کندن
1174,بغل گرفتن
1175,بلااثر کردن
1176,بلد باشدن
1177,بلد بودن
1178,بلد نبودن
1179,بلند ساختن
1180,بلند شدن
1181,بلند کردن
1182,بلند کن
1183,بلند کندن
1184,بلند گفتن
1185,بلیغ بودن
1186,بمباران کردن
1187,بنا داشتن
1188,بنا شدن
1189,بنا نهادن
1190,بنا کردن
1191,بنا کن
1192,بنا کندن
1193,بنا گذاردن
1194,بنا گذاشتن
1195,بنیاد نهادن
1196,بنیاد گذاشتن
1197,بنیان نهادن
1198,بنیان کردن
1199,بنیان گذاردن
1200,بنیان گذارن
1201,بنیان گذاشتن
1202,به جد نمی‌گیرندن
1203,به روز بودن
1204,به روز کردن
1205,به روز کنندن
1206,به سامان کنندن
1207,به شدن
1208,بها دادن
1209,بهانه کردن
1210,بهبود بخشدن
1211,بهبود بخشیدن
1212,بهبود دادن
1213,بهبود پیدا می‌کنندن
1214,بهبود پیدا کردن
1215,بهبود یافتن
1216,بهبودی یافتن
1217,بهتر شدن
1218,بهتر کردن
1219,بهره برداری می‌کندن
1220,بهره برداری می‌کنندن
1221,بهره برداری کردن
1222,بهره برداری کردندن
1223,بهره برداری کندن
1224,بهره برداری کنندن
1225,بهره برداری کنیمن
1226,بهره بردن
1227,بهره مند شدن
1228,بهره مند شدندن
1229,بهره مند شودن
1230,بهره مند شوندن
1231,بهره مند شویدن
1232,بهره مند می‌شدندن
1233,بهره مند می‌شودن
1234,بهره مند می‌شوندن
1235,بهره مند می‌کردن
1236,بهره مند می‌کندن
1237,بهره وری داردن
1238,بهره وری داریمن
1239,بهره گرفتن
1240,بهینه ساختن
1241,بهینه کردن
1242,بو کردن
1243,بو کشیدن
1244,بو کندن
1245,بوسه زدن
1246,بوق زدن
1247,بومی ساختن
1248,بومی کردن
1249,بچه آوردن
1250,بچه شدن
1251,بچه‌دار شدن
1252,بیان داشتن
